REF ID,Website Name,Website URL,State,External Resouce type,Level,Category of External Resource,Authors,Attribution,,MeSH tags,Notes,,,,,,,,,,
CD004387,Cochrane Systematic Review: Chlorproguanil-dapsone for treating uncomplicated malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004387,pending,Systematic_review,level 4,individual page on a site," Bukirwa H, Garner P, Critchley J",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,uncomplicated malaria,malaria,,,,,,,,
CD004388,Cochrane Systematic Review: Human recombinant protein C for severe sepsis and septic shock in adult and paediatric patients,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004388,pending,Systematic_review,level 4,individual page on a site," Mart_-Carvajal AJ, Sol_ I, Gluud C, Lathyris D, Cardona AF",Cochrane,,"Anesthesia,Shock, Septic,Sepsis,",Anaesthesia,severe sepsis,septic shock,sepsis,,,,,,,Sepsis
CD004390,Cochrane Systematic Review: Oral versus intravenous rehydration for treating dehydration due to gastroenteritis in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004390,pending,Systematic_review,level 4,individual page on a site," Hartling L, Bellemare S, Wiebe N, Russell K, Klassen TP, Craig W",Cochrane,,"Communicable Diseases,Gastroenteritis,Dehydration,",Infectious diseases,gastroenteritis,dehydration,,,,,,,,
CD004391,Cochrane Systematic Review: Intramuscular arteether for treating severe malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004391,pending,Systematic_review,level 4,individual page on a site," Afolabi BB, Okoromah CN",Cochrane,,"Communicable Diseases,Malaria, Cerebral,Malaria,",Infectious diseases,severe malaria,cerebral malaria,malaria,,,,,,,
CD004443,Cochrane Systematic Review: Naloxone for shock,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004443,pending,Systematic_review,level 4,individual page on a site," Boeuf B, Poirier V, Gauvin F, Guerguerian AM, Roy C, Farrell CA, Lacroix J",Cochrane,,"Shock,",Injuries,shock,,,,,,,,,
CD004461,Cochrane Systematic Review: Interventions for recurrent idiopathic epistaxis (nosebleeds) in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004461,pending,Systematic_review,level 4,individual page on a site," Qureishi A, Burton MJ",Cochrane,,"Epistaxis,",ENT,recurrent idiopathic epistaxis,nosebleed,epistaxis,,,,,,,
CD004471,Cochrane Systematic Review: Corticosteroids for viral myocarditis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004471,pending,Systematic_review,level 4,individual page on a site," Chen HS, Wang W, Wu SN, Liu JP",Cochrane,,"Heart,Virus Diseases,",Heart,viral myocarditis,myocarditis,virus disease,,,,,,,
CD004529,Cochrane Systematic Review: Atovaquone-proguanil for treating uncomplicated malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004529,pending,Systematic_review,level 4,individual page on a site," Osei-Akoto A, Orton L, Owusu-Ofori SP",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,uncomplicated malaria,malaria,,,,,,,,
CD004530,Cochrane Systematic Review: Fluoroquinolones for treating typhoid and paratyphoid fever (enteric fever),http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004530,pending,Systematic_review,level 4,individual page on a site," Effa EE, Bukirwa H",Cochrane,,"Communicable Diseases,Paratyphoid Fever,Typhoid Fever,",Infectious diseases,typhoid fever,paratyphoid fever,enteric fever,,,,,,,
CD004574,Cochrane Systematic Review: Interventions for treating mallet finger injuries,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004574,pending,Systematic_review,level 4,individual page on a site," Handoll HH, Vaghela MV",Cochrane,,"Finger Injuries,Hand Deformities, Acquired,Tendon Injuries,","Bone, Joint and Muscle",mallet finger injury,finger injury,acquired hand deformity,tendon injury,wound,,,,,Fractures
CD004576,Cochrane Systematic Review: Interventions for treating wrist fractures in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004576,pending,Systematic_review,level 4,individual page on a site," Abraham A, Handoll HH, Khan T",Cochrane,,,"Bone, Joint and Muscle",wrist fracture,,,,,,,,,Fractures
CD004598,Cochrane Systematic Review: Local anaesthetic sympathetic blockade for complex regional pain syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004598,pending,Systematic_review,level 4,individual page on a site," Stanton TR, Wand BM, Carr DB, Birklein F, Wasner GL, O'Connell NE",Cochrane,,"Complex Regional Pain Syndromes,Reflex Sympathetic Dystrophy,","Pain, palliative and supportive care",complex regional pain syndrome,reflex sympathetic dystrophy,,,,,,,,Procedural Sedation
CD004615,Cochrane Systematic Review: Mannitol and other osmotic diuretics as adjuncts for treating cerebral malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004615,pending,Systematic_review,level 4,individual page on a site," Okoromah CA, Afolabi BB, Wall EC",Cochrane,,"Communicable Diseases,Malaria, Cerebral,Malaria,",Infectious diseases,cerebral malaria,malaria,,,,,,,,
CD004685,Cochrane Systematic Review: Systemic antifungal therapy for tinea capitis in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004685,pending,Systematic_review,level 4,individual page on a site," Gonz_lez U, Seaton T, Bergus G, Jacobson J, Mart_nez-Monz_n C",Cochrane,,"Skin,Tinea Capitis,",Skin,tinea capitis,,,,,,,,,
CD004730,Cochrane Systematic Review: Insulin and oral agents for managing cystic fibrosis-related diabetes,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004730,pending,Systematic_review,level 4,individual page on a site," Onady GM, Stolfi A",Cochrane,,"Cystic Fibrosis,Diabetes Mellitus,Hyperglycemia,",Cystic fibrosis and genetic disorders,cystic fibrosis,diabetes,diabetes mellitus,hyperglycemia,,,,,,
CD004736,Cochrane Systematic Review: Daily oral iron supplementation during pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004736,pending,Systematic_review,level 4,individual page on a site," Pe_a-Rosas JP, De-Regil LM, Dowswell T, Viteri FE",Cochrane,,"Pregnancy,Anemia, Iron-Deficiency,Infant, Low Birth Weight,Pregnancy Complications, Hematologic,",Pregnancy and childbirth,pregnancy,iron deficiency anemia,low birth weight,hematologic pregnancy complications,,,,,,
CD004767,Cochrane Systematic Review: Interventions for cutaneous molluscum contagiosum,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004767,pending,Systematic_review,level 4,individual page on a site," van der Wouden JC, van der Sande R, van Suijlekom-Smit LW, Berger M, Butler
CC, Koning S",Cochrane,,"Skin,Molluscum Contagiosum,",Skin,cutaneous mulluscum contagiosum,molluscum contagiosum,,,,,,,,
CD004842,Cochrane Systematic Review: Dipyrone for acute primary headaches,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004842,pending,Systematic_review,level 4,individual page on a site," Ramacciotti AS, Soares BG, Atallah AN",Cochrane,,"Acute Disease,Headache,","Pain, palliative and supportive care",acute primary headache,acute disease,headache,,,,,,,
CD004848,Cochrane Systematic Review: Common antiepileptic drugs in pregnancy in women with epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004848,pending,Systematic_review,level 4,individual page on a site," Adab N, Tudur SC, Vinten J, Williamson P, Winterbottom J",Cochrane,,"Epilepsy,Epilepsy,Pregnancy,Developmental Disabilities,Prenatal Exposure Delayed Effects,",Epilepsy,epilepsy,pregnancy,developmental disabilities,pregnancy complications,prenatal exposure delayed effects,,,,,
CD004896,Cochrane Systematic Review: Antifibrinolytic drugs for acute traumatic injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004896,pending,Systematic_review,level 4,individual page on a site," Roberts I, Shakur H, Ker K, Coats T; CRASH-2 Trial collaborators",Cochrane,,"Blood Transfusion,Wounds and Injuries,",Injuries,acute traumatic injury,surgical blood loss,blood transfusion,hemorrhage,wound,injury,,,,Multi-system trauma
CD004905,Cochrane Systematic Review: Multiple-micronutrient supplementation for women during pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004905,pending,Systematic_review,level 4,individual page on a site," Haider BA, Bhutta ZA",Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD004966,Cochrane Systematic Review: Sulfadoxine-pyrimethamine plus artesunate versus sulfadoxine-pyrimethamine plus amodiaquine for treating uncomplicated malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD004966,pending,Systematic_review,level 4,individual page on a site," Bukirwa H, Critchley J",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,uncomplicated malaria,malaria,,,,,,,,
CD005011,Cochrane Systematic Review: Recombinant factor VIIa for the prevention and treatment of bleeding in patients without haemophilia,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005011,pending,Systematic_review,level 4,individual page on a site," Simpson E, Lin Y, Stanworth S, Birchall J, Doree C, Hyde C",Cochrane,,"Hemorrhage,Hemophilia A,",Injuries,bleeding,hemophilia A,hemorrhage,,,,,,,
CD005083,Cochrane Systematic Review: Honey as a topical treatment for wounds,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005083,pending,Systematic_review,level 4,individual page on a site," Jull AB, Walker N, Deshpande S",Cochrane,,"Burns,Leg Ulcer,Pressure Ulcer,Surgical Wound Infection,Varicose Ulcer,Wounds and Injuries,",Wounds,wound,burn,leg ulcer,pressure ulcer,surgical wound infection,varicose ulcer,wound,injury,,
CD005128,Cochrane Systematic Review: Interventions for preventing and treating kidney disease in Henoch-Sch_nlein Purpura (HSP),http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005128,pending,Systematic_review,level 4,individual page on a site," Chartapisak W, Opastirakul S, Hodson EM, Willis NS, Craig JC",Cochrane,,"Kidney Diseases,Purpura, Schoenlein-Henoch,",Renal,kidney disease,Henoch-Schonlein Purpura,,,,,,,,
CD005154,Cochrane Systematic Review: Adenosine versus intravenous calcium channel antagonists for the treatment of supraventricular tachycardia in adults,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005154,pending,Systematic_review,level 4,individual page on a site," Holdgate A, Foo A",Cochrane,,"Heart,Tachycardia, Supraventricular,",Heart,supraventricular tachycardia,,,,,,,,,
CD005180,"Cochrane Systematic Review: NSAIDS or paracetamol, alone or combined with opioids, for cancer pain",http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005180,pending,Systematic_review,level 4,individual page on a site," McNicol E, Strassels SA, Goudas L, Lau J, Carr DB",Cochrane,,"Pain,Neoplasms,","Pain, palliative and supportive care",cancer pain,pain,neoplasm,,,,,,,
CD005364,Cochrane Systematic Review: Topical anaesthetics for repair of dermal laceration,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005364,pending,Systematic_review,level 4,individual page on a site," Eidelman A, Weiss JM, Baldwin CL, Enu IK, McNicol ED, Carr DB",Cochrane,,"Anesthesia,Lacerations,Pain,",Anaesthesia,dermal laceration,laceration,pain,,,,,,,Procedural Sedation
CD005370,Cochrane Systematic Review: Antithrombin III for critically ill patients,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005370,pending,Systematic_review,level 4,individual page on a site," Afshari A, Wetterslev J, Brok J, M_ller AM",Cochrane,,"Anesthesia,Critical Illness,",Anaesthesia,critical illness,,,,,,,,,
CD005405,Cochrane Systematic Review: Oral anti-pseudomonal antibiotics for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005405,pending,Systematic_review,level 4,individual page on a site," Remmington T, Jahnke N, Harkensee C",Cochrane,,"Cystic Fibrosis,Pseudomonas Infections,",Cystic fibrosis and genetic disorders,cystic fibrosis,pseudomonas infection,respiratory tract infection,,,,,,,
CD005436,Cochrane Systematic Review: Oral zinc for treating diarrhoea in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005436,pending,Systematic_review,level 4,individual page on a site," Lazzerini M, Ronfani L",Cochrane,,"Communicable Diseases,Acute Disease,Diarrhea,Diarrhea, Infantile,",Infectious diseases,diarrhoea,acute disease,diarrhea,infantile diarrhea,,,,,,
CD005458,Cochrane Systematic Review: Antibiotics for mastitis in breastfeeding women,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005458,pending,Systematic_review,level 4,individual page on a site," Jahanfar S, Ng CJ, Teng CL",Cochrane,,"Mastitis,",Pregnancy and childbirth,mastitis,,,,,,,,,
CD005500,Cochrane Systematic Review: Topical pimecrolimus for eczema,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005500,pending,Systematic_review,level 4,individual page on a site," Ashcroft DM, Chen LC, Garside R, Stein K, Williams HC",Cochrane,,"Skin,Eczema,",Skin,eczema,,,,,,,,,
CD005506,Cochrane Systematic Review: Antiemetics for reducing vomiting related to acute gastroenteritis in children and adolescents,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005506,pending,Systematic_review,level 4,individual page on a site," Fedorowicz Z, Jagannath VA, Carter B",Cochrane,,"Vomiting,Acute Disease,Gastroenteritis,",Upper GI,acute gastroenteritis,vomiting,acute disease,gastroenteritis,,,,,,
CD005538,Cochrane Systematic Review: Diclofenac for acute pain in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005538,pending,Systematic_review,level 4,individual page on a site," Standing JF, Savage I, Pritchard D, Waddington M",Cochrane,,"Acute Pain,Acute Disease,Pain,Pain, Postoperative,","Pain, palliative and supportive care",acute pain,acute disease,pain,postoperative pain,,,,,,
CD005579,Cochrane Systematic Review: Pharmacological interventions for clozapine-induced hypersalivation,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005579,pending,Systematic_review,level 4,individual page on a site," Syed R, Au K, Cahill C, Duggan L, He Y, Udu V, Xia J",Cochrane,,"Schizophrenia,Sialorrhea,",Schizophrenia,clozapine-induced hypersalivation,sialorrhea,,,,,,,,
CD005598,Cochrane Systematic Review: Antibiotics for treating community acquired pneumonia in people with sickle cell disease,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005598,pending,Systematic_review,level 4,individual page on a site," Mart_-Carvajal AJ, Conterno LO",Cochrane,,"Pneumonia,Acute Disease,Anemia,Community-Acquired Infections,Pneumonia, Bacterial,",Cystic fibrosis and genetic disorders,pneumonia,sickle cell disease,acute disease,anemia,community-acquired infection,bacterial pneumonia,,,,
CD005967,Cochrane Systematic Review: Artesunate versus quinine for treating severe malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005967,pending,Systematic_review,level 4,individual page on a site," Sinclair D, Donegan S, Isba R, Lalloo DG",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,severe malaria,malaria,,,,,,,,
CD006083,Cochrane Systematic Review: Azithromycin for treating uncomplicated typhoid and paratyphoid fever (enteric fever),http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006083,pending,Systematic_review,level 4,individual page on a site," Effa EE, Bukirwa H",Cochrane,,"Communicable Diseases,Paratyphoid Fever,Typhoid Fever,",Infectious diseases,uncomplicated typhoid,paratyphoid fever,enteric fever,,,,,,,
CD006085,Cochrane Systematic Review: Antiamoebic drugs for treating amoebic colitis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006085,pending,Systematic_review,level 4,individual page on a site," Gonzales ML, Dans LF, Martinez EG",Cochrane,,"Communicable Diseases,Dysentery, Amebic,",Infectious diseases,amoebic colitis,amebic dysentery,,,,,,,,
CD006112,Cochrane Systematic Review: Inspiratory muscle training for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006112,pending,Systematic_review,level 4,individual page on a site," Houston BW, Mills N, Solis-Moya A",Cochrane,,"Cystic Fibrosis,",Cystic fibrosis and genetic disorders,cystic fibrosis,,,,,,,,,
CD006122,"Cochrane Systematic Review: High-carbohydrate, high-protein, low-fat versus low-carbohydrate, high-protein, high-fat enteral feeds for burns",http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006122,pending,Systematic_review,level 4,individual page on a site," Masters B, Aarabi S, Sidhwa F, Wood F",Cochrane,,"Burns,",Injuries,burn,,,,,,,,,
CD006135,Cochrane Systematic Review: Probiotics for treating eczema,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006135,pending,Systematic_review,level 4,individual page on a site," Boyle RJ, Bath-Hextall FJ, Leonardi-Bee J, Murrell DF, Tang ML",Cochrane,,"Skin,Eczema,",Skin,eczema,,,,,,,,,
CD006160,Cochrane Systematic Review: H1-antihistamines for the treatment of anaphylaxis with and without shock,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006160,pending,Systematic_review,level 4,individual page on a site," Sheikh A, ten Broek Vm, Brown SG, Simons FE",Cochrane,,"Anesthesia,Anaphylaxis,Shock,",Anaesthesia,anaphylaxis,anaphylaxis with shock,shock,,,,,,,
CD006275,Cochrane Systematic Review: Non-pharmacological management of infant and young child procedural pain,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006275,pending,Systematic_review,level 4,individual page on a site," Pillai Riddell RR, Racine NM, Turcotte K, Uman LS, Horton RE, Din Osmun L,
Ahola Kohut S, Hillgrove Stuart J, Stevens B, Gerwitz-Stern A",Cochrane,,"Acute Disease,Pain,","Pain, palliative and supportive care",procedural pain,acute disease,pain,,,,,,,
CD006286,Cochrane Systematic Review: Intranasal corticosteroids for nasal airway obstruction in children with moderate to severe adenoidal hypertrophy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006286,pending,Systematic_review,level 4,individual page on a site," Zhang L, Mendoza-Sassi RA, C_sar JA, Chadha NK",Cochrane,,"Nasal Obstruction,Hypertrophy,",ENT,nasal airway obstruction,adenoidal hypertrophy,hypertrophy,nasal obstruction,,,,,,
CD006312,Cochrane Systematic Review: Adrenaline (epinephrine) for the treatment of anaphylaxis with and without shock,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006312,pending,Systematic_review,level 4,individual page on a site," Sheikh A, Shehata YA, Brown SG, Simons FE",Cochrane,,"Anesthesia,Anaphylaxis,Shock,",Anaesthesia,anaphylaxis,anaphylaxis with shock,shock,,,,,,,
CD006335,Cochrane Systematic Review: Chinese herbal medicine Huangqi type formulations for nephrotic syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006335,pending,Systematic_review,level 4,individual page on a site," Feng M, Yuan W, Zhang R, Fu P, Wu T",Cochrane,,"Nephrotic Syndrome,",Renal,nephrotic syndrome,,,,,,,,,
CD006353,Cochrane Systematic Review: Use of plastic adhesive drapes during surgery for preventing surgical site infection,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006353,pending,Systematic_review,level 4,individual page on a site," Webster J, Alghamdi A",Cochrane,,"Surgical Wound Infection,",Wounds,surgical site infection,surgical wound infection,,,,,,,,
CD006380,Cochrane Systematic Review: Pharmacologic interventions for treating phantom limb pain,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006380,pending,Systematic_review,level 4,individual page on a site," Alviar MJ, Hale T, Dungca M",Cochrane,,"Phantom Limb,","Pain, palliative and supportive care",phantom limb pain,,,,,,,,,
CD006394,Cochrane Systematic Review: Nasal saline irrigations for the symptoms of chronic rhinosinusitis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006394,pending,Systematic_review,level 4,individual page on a site," Harvey R, Hannan SA, Badia L, Scadding G",Cochrane,,"Chronic Disease,Conjunctivitis,Rhinitis,Sinusitis,",ENT,chronic rhinosinusitis,chronic disease,conjunctivitis,rhinitis,sinusitis,,,,,
CD006454,Cochrane Systematic Review: Traditional Chinese medicine for epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006454,pending,Systematic_review,level 4,individual page on a site," Li Q, Chen XY, He L, Zhou D",Cochrane,,"Epilepsy,Epilepsy,",Epilepsy,epilepsy,,,,,,,,,
CD006491,Cochrane Systematic Review: Drugs for preventing malaria in travellers,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006491,pending,Systematic_review,level 4,individual page on a site," Jacquerioz FA, Croft AM",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,malaria,,,,,,,,,
CD006519,Cochrane Systematic Review: Polymer-based oral rehydration solution for treating acute watery diarrhoea,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006519,pending,Systematic_review,level 4,individual page on a site," Gregorio GV, Gonzales ML, Dans LF, Martinez EG",Cochrane,,"Communicable Diseases,Acute Disease,Dehydration,Cholera,Diarrhea,",Infectious diseases,acute watery diarrhoea,acute disease,dehydration,cholera,diarrhea,,,,,
CD006545,Cochrane Systematic Review: Interventions for infantile haemangiomas (strawberry birthmarks) of the skin,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006545,pending,Systematic_review,level 4,individual page on a site," Leonardi-Bee J, Batta K, O'Brien C, Bath-Hextall FJ",Cochrane,,"Skin,Skin Neoplasms,",Skin,infantile haemangiomas,strawberry birthmark,skin neoplasm,,,,,,,
CD006581,Cochrane Systematic Review: Adjusting the pH of lidocaine for reducing pain on injection,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006581,pending,Systematic_review,level 4,individual page on a site," Cepeda MS, Tzortzopoulou A, Thackrey M, Hudcova J, Arora Gandhi P, Schumann R",Cochrane,,"Anesthesia,Pain,",Anaesthesia,injection pain,pain,,,,,,,,
CD006586,Cochrane Systematic Review: Oral contraceptives containing drospirenone for premenstrual syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006586,pending,Systematic_review,level 4,individual page on a site," Lopez LM, Kaptein AA, Helmerhorst FM",Cochrane,,,Menstrual disorders and subfertility,premenstral syndrome,,,,,,,,,
CD006665,Cochrane Systematic Review: Vitamin C for preventing and treating tetanus,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006665,pending,Systematic_review,level 4,individual page on a site," Hemil_ H, Koivula T",Cochrane,,"Tetanus,",Wounds,tetanus,,,,,,,,,
CD006686,Cochrane Systematic Review: Bradykinin beta-2 receptor antagonists for acute traumatic brain injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006686,pending,Systematic_review,level 4,individual page on a site," Ker K, Blackhall K",Cochrane,,"Acute Disease,Brain Edema,Intracranial Pressure,",Injuries,acute traumatic brain injury,acute disease,brain edema,brain injury,intracranial pressure,,,,,Severe Head Injury
CD006688,Cochrane Systematic Review: Azithromycin for treating uncomplicated malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006688,pending,Systematic_review,level 4,individual page on a site," van Eijk AM, Terlouw DJ",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,uncomplicated malaria,malaria,,,,,,,,
CD006700,Cochrane Systematic Review: Acyclovir for treating primary herpetic gingivostomatitis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006700,pending,Systematic_review,level 4,individual page on a site," Nasser M, Fedorowicz Z, Khoshnevisan MH, Shahiri Tabarestani M",Cochrane,,"Oral Health,Stomatitis, Herpetic,",Oral health,primary herpetic gingivostomatitis,herpetic stomatitis,,,,,,,,
CD006751,Cochrane Systematic Review: Vitamin A supplementation for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006751,pending,Systematic_review,level 4,individual page on a site," Bonifant CM, Shevill E, Chang AB",Cochrane,,"Cystic Fibrosis,",Cystic fibrosis and genetic disorders,cystic fibrosis,,,,,,,,,
CD006784,Cochrane Systematic Review: Antibiotic therapy for Shigella dysentery,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006784,pending,Systematic_review,level 4,individual page on a site," Christopher PR, David KV, John SM, Sankarapandian V",Cochrane,,"Communicable Diseases,Dysentery, Bacillary,Shigella,Diarrhea,",Infectious diseases,Shigella dysentery,bacillary dysentery,shigella,diarrhea,,,,,,
CD006838,Cochrane Systematic Review: Anti-inflammatory drugs and analgesics for managing symptoms in people with cystic fibrosis-related arthritis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006838,pending,Systematic_review,level 4,individual page on a site," Thornton J, Rangaraj S",Cochrane,,"Cystic Fibrosis,Arthritis,",Cystic fibrosis and genetic disorders,cystic fibrosis,cystic fibrosis-related arthritis,arthritis,,,,,,,
CD006857,Cochrane Systematic Review: Antibiotics for treating lower urinary tract infection in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006857,pending,Systematic_review,level 4,individual page on a site," Fitzgerald A, Mori R, Lakhanpaul M, Tullus K",Cochrane,,"Bacteriuria,Urinary Tract Infections,",Renal,lower urinary tract infection,bacteriuria,urinary tract infection,,,,,,,
CD006943,Cochrane Systematic Review: Interventions for covert bacteriuria in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006943,pending,Systematic_review,level 4,individual page on a site," Fitzgerald A, Mori R, Lakhanpaul M",Cochrane,,"Bacteriuria,Kidney Diseases,",Renal,bacteriuria,kidney disease,,,,,,,,
CD006957,Cochrane Systematic Review: Inhaled nitric oxide for acute chest syndrome in people with sickle cell disease,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006957,pending,Systematic_review,level 4,individual page on a site," Al Hajeri A, Serjeant GR, Fedorowicz Z",Cochrane,,"Acute Chest Syndrome,Anemia, Sickle Cell,Respiration Disorders,",Cystic fibrosis and genetic disorders,acute chest syndrome,sickle cell disease,sickle cell anemia,respiration disorder,,,,,,
CD006987,Cochrane Systematic Review: Antivirals for idiopathic sudden sensorineural hearing loss,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006987,pending,Systematic_review,level 4,individual page on a site," Awad Z, Huins C, Pothier DD",Cochrane,,"Hearing Loss, Sudden,Hearing Loss, Sensorineural,",ENT,idiopathic sudden sensorineural hearing loss,sudden hearing loss,sensorineural hearing loss,,,,,,,
CD006989,Cochrane Systematic Review: Antihistamines used in addition to topical nasal steroids for intermittent and persistent allergic rhinitis in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD006989,pending,Systematic_review,level 4,individual page on a site," Nasser M, Fedorowicz Z, Aljufairi H, McKerrow W",Cochrane,,"Allergic Rhinitis,Rhinitis,Rhinitis, Allergic, Seasonal,Rhinitis, Allergic, Perennial,",ENT,allergic rhinitis,rhinitis,seasonal allergic rhinitis,perennial allergic rhinitis,,,,,,
CD007034,Cochrane Systematic Review: Bicarbonate versus lactate solutions for acute peritoneal dialysis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007034,pending,Systematic_review,level 4,individual page on a site," Bai ZG, Yang K, Tian J, Ma B, Liu Y, Jiang L, Tan J, Liu TX, Chi I",Cochrane,,"Peritoneal Dialysis,Acute Kidney Injury,",Renal,peritoneal dialysis,acute kidney injury,,,,,,,,
CD007037,Cochrane Systematic Review: Beta-blockers for congestive heart failure in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007037,pending,Systematic_review,level 4,individual page on a site," Frobel AK, Hulpke-Wette M, Schmidt KG, L_er S",Cochrane,,"Heart,Heart Failure,",Heart,congestive heart failure,heart failure,,,,,,,,
CD007105,Cochrane Systematic Review: Local anaesthetics and regional anaesthesia for preventing chronic pain after surgery,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007105,pending,Systematic_review,level 4,individual page on a site," Andreae MH, Andreae DA",Cochrane,,"Anesthesia,Amputation,Breast Neoplasms,Cesarean Section,Chronic Pain,Pain, Postoperative,Laparotomy,Thoracotomy,",Anaesthesia,chronic surgery pain,amputation,breast neoplasm,cesarean section,chronic pain,postoperative pain,laparotomy,thoracotomy,,Procedural Sedation
CD007121,Cochrane Systematic Review: Conservative interventions for treating middle third clavicle fractures in adolescents and adults,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007121,pending,Systematic_review,level 4,individual page on a site," Lenza M, Belloti JC, Andriolo RB, Faloppa F",Cochrane,,,"Bone, Joint and Muscle",fracture,clavicle fracture,,,,,,,,Fractures
CD007150,Cochrane Systematic Review: Treatment of seizures in multiple sclerosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD007150,pending,Systematic_review,level 4,individual page on a site," Koch MW, Polman SK, Uyttenboogaart M, De Keyser J",Cochrane,,"Multiple Sclerosis,Multiple Sclerosis,Seizures,",Multiple sclerosis,multiple sclerosis,seizure,,,,,,,,
